building_address,tenant_name,occupancy_status,availability_status,retail_type,retail_sub_type,retailer_footprint,retail_price_point,retailer_heritage,retailer_value,retailer_occurence,location_quality,premise_quality,quality_ranking,class_mix,corner_store,percent_of_bldg_retail,premise_type,basement_sf,ground_fl_sf,mezzazine,upper_fl_sf,step_up_or_down,number_of_retail_stories,street_frontage,approx_retail_sf,street_frontage_ratio,ceiling,contains_retail,submarket,total_number_of_retail_space,total_retail_space,zip_code,xcord,ycord,building_status,borocode,borough,bbl,block,lot,frequency_of_demand,location_appearance,walkability_score,viability_score,demographic,zip_code_from,zip_code_to,submarket_health_index,gentrifcation_score,footfall_index,block_appeal,target_shopper_profile,stability_index,growth_index,retailer_viability,venting,social_media,total_bldg_front,active,mailer_building_number,mailer_street,mailer_street_type,mailer_city,mailer_state,mailer_zip_code,*location_quality_Grade(Numeric),*premise_quality-grade(Numeric),listing_brokerage,listing_broker_name,listing_broker_email,listing_broker_number,tenant_contact_name,tenant_contact_phone_number,tenant_contact_email,tenant_contact_address,owner_contact_name,owner_contact_phone_number,owner_contact_email,owner_contact_address,unique_id_addedem,unique_id_complete,corridor,lattitude,longitude,venting,previous_tenant,notes
829 Washington Street,Stephen F,Occupied,Unavailable,Apparel,Clothing,International Presence,$$$,,,,2 - Average,2 - Average,4,Average,No,50 ,Street Frontage,0,1199,0,0,,1,,599.5,,Standard,Yes,West Village,2,1199,10014,982094,208860,Existing,1,Manhattan,1-644-37,644,37,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,2,,,,,,,,,,,,,1,1-644-37-1,,,,,,
5 9th Avenue ,5 9th ,Occupied,Unavailable,Restaurant & Bar,Restaurant,Local Chain / Independant,$$,North American,,,2 - Average,2 - Average,4,Average,No,50 ,Street Frontage,0,1100,0,0,,1,,1100,,Standard,Yes,West Village,2,1100,10014,982381,208709,Existing,1,Manhattan,1-644-56,644,56,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,2,,,,,,,,,,,,,1,1-644-56-1,,,,,,
55 Little West Street,El Colmado,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club",Local Chain / Independant,$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,6250,0,0,,1,,6250,,Standard,Yes,West Village,1,6250,10014,981933,209143,Existing,1,Manhattan,1-645-22,645,22,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,2,,,,,,,,,,,,,1,1-645-22-1,,,,,,
837 Washington Street,Samsung,Occupied,Unavailable,Electronics,"Computer, Cellular & Other Hardware",International Presence,$$,North American,,,2 - Average,2 - Average,4,Average,Yes,,Street Frontage,0,55000,0,0,,4,100,55000,550,Standard,Yes,West Village,2,55000,10014,982212,209109,Existing,1,Manhattan,1-645-25,645,25,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,2,,,,,,,,,,,,,1,1-645-25-1,,,,,,
414 West 13th Street,Doyle & Doyle,Occupied,Unavailable,Accessories,Jewelry,Local Chain / Independant,$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,11908,0,0,,1,,11908,,Standard,Yes,West Village,1,11908,10014,982373,209018,Existing,1,Manhattan,1-645-33,645,33,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,2,,,,,,,,,,,,,1,1-645-33-1,,,,,,
426  West 14th Street,Vacant,Vacant,Available,,,,,,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,0,0,0,,1,,3000,,Standard,Yes,West Village,1,0,10014,982353,209336,Existing,1,Manhattan,1-646-29,646,29,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,2,,,,,,,,,,,,,1,1-646-29-1,,,,,,
419 West 13th Street,Vacant,Vacant,Available,,,,,,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,0,0,0,,1,,5000,,Standard,Yes,West Village,1,0,10014,982367,209208,Existing,1,Manhattan,1-646-56,646,56,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,2,,,,,,,,,,,,,1,1-646-56-1,,,,,,
450 West 15 Street A,Blue Bottle Coffee,Occupied,Unavailable,Restaurant & Bar,Cafe,National Presence,$$$$,North American,Hip,,2 - Average,2 - Average,4,Average,No,5 ,Street Frontage,0,896,0,0,,1,25,896,35.84,Standard,Yes,Chelsea,3,896,10014,982245,209684,Existing,1,Manhattan,1-712-1,712,1,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,2,,,,,,,,,,,,,1,1-712-1-1,,,,,,
449 West 14 Street,Jeffrey's,Occupied,Unavailable,Apparel,Clothing,Local Chain / Independant,$$$,North American,Designer,,2 - Average,2 - Average,4,Average,No,30 ,Street Frontage,0,5359.5,0,0,,1,50,5359.5,107.19,Standard,Yes,Chelsea,3,5359.5,10014,982245,209684,Existing,1,Manhattan,1-712-1,712,1,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,2,,,,,,,,,,,,,2,1-712-1-2,,,,,,
450 West 15 Street B,Milk,Occupied,Unavailable,Electronics,"Computer, Cellular & Other Hardware",Local Chain / Independant,$$$,North American,,,2 - Average,2 - Average,4,Average,No,40 ,Street Frontage,0,7146,0,0,,1,50,7146,142.92,Standard,Yes,Chelsea,3,7146,10014,982245,209684,Existing,1,Manhattan,1-712-1,712,1,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,2,,,,,,,,,,,,,3,1-712-1-3,,,,,,
343 West 14 Street,Vacant,Vacant,Available,,,,,,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,1600,2450,0,0,,1,20,4050,202.5,Standard,Yes,Chelsea,1,4050,10014,983062,209171,Existing,1,Manhattan,1-738-13,738,13,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,2,,,,,,,,,,,,,1,1-738-13-1,,,,,,
337 West 14 Street,Mulino a Vino,Occupied,Unavailable,Restaurant & Bar,Restaurant,Local Chain / Independant,$$$,European,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,500,0,0,0,Step down,1,,500,,Standard,Yes,Chelsea,1,500,10014,983094,209165,Existing,1,Manhattan,1-738-14,738,14,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,2,,,,,,,,,,,,,1,1-738-14-1,,,,,,
327 West 14 Street,Vacant,Vacant,Available,,,,,,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,2000,3000,0,0,,1,15,5000,333.333333333333,Standard,Yes,Chelsea,1,5000,10014,983220,209096,Existing,1,Manhattan,1-738-20,738,20,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,2,,,,,,,,,,,,,1,1-738-20-1,,,,,,
325 West 14 Street,Redden's Funeral Home Inc.,Occupied,Unavailable,Other Services,Other Services,Local Chain / Independant,$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,3075,3075,0,0,Step down,2,20,6150,307.5,Standard,Yes,Chelsea,1,6150,10014,983242,209084,Existing,1,Manhattan,1-738-21,738,21,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,2,,,,,,,,,,,,,1,1-738-21-1,,,,,,
210 Mercer Street  ,Bahman Cleaners,Occupied,Unavailable,"Laundry, Dry Cleaning","Laundry, Dry Cleaning","Independent local, Local Chain",$$,North American,,,2 - Average ,2 - Average,4,Average,Yes,20 ,Street Frontage,,2000,,,None,1,50,2000,40,High,Yes,NoHo,8,,10012,985246,203991,Existing,1,Manhattan,1-523-38,523,38,,,,,5501,,,,,,,,,,,,,,TRUE,210,Mercer Street  ,,New York,New York,10012,2,2,,,,,,(212) 260-4244,,,,,,,9,1-523-38-9,Bleecker Street,40.726851,-73.996763,,,
641 Broadway   ,NoHo Hair Salon,Occupied,Unavailable,Personal Services,"Hair Studio, Barber","Independent local, Local Chain",$$,North American,,,2 - Average ,2 - Average,4,Average,Yes,5 ,Street Frontage,,500,,,None,1,25,500,20,Standard,Yes,NoHo,8,,10012,985246,203991,Existing,1,Manhattan,1-523-38,523,38,,,,,5501,,,,,,,,,,,,,,TRUE,641,Broadway   ,,New York,New York,10012,2,2,,,,,,(212) 777-2899,,,,,,,10,1-523-38-10,Bleecker Street,40.726446,-73.996109,,,
144 Bleecker Street A ,Duane Reade ,Occupied,Unavailable,Health and Personal Care,Drugstore,Regional Chain,$$,North American,,,2 - Average ,2 - Average,4,Average,No,50 ,Street Frontage,,5315,,,None,1,20,5315,265,Standard,Yes,NoHo,2,,10012,984417,204503,Existing,1,Manhattan,1-525-46,525,46,,,,,6500,,,,,,,,,,,,,,TRUE,144,Bleecker Street A ,,New York,New York,10012,2,2,,,,,Jeff Winick,(212) 792-2601,jeff@winick.com,,,,,,3,1-525-46-3,Bleecker Street,40.728094,-73.999238,,,
144 Bleecker Street B ,New University Pen and Stationary ,Occupied,Unavailable,"Toys, Hobbies",Hobbies,"Independent local, Local Chain",$$,North American,,,2 - Average ,2 - Average,4,Average,No,50 ,Street Frontage,,5315,,,None,1,15,5315,354,Standard,Yes,NoHo,2,,10012,984417,204503,Existing,1,Manhattan,1-525-46,525,46,,,,,6500,,,,,,,,,,,,,,TRUE,144,Bleecker Street B ,,New York,New York,10012,2,2,,,,,,(212) 460-8700,,,,,,,4,1-525-46-4,Bleecker Street,40.728094,-73.999238,,,
187 Bleecker Street  ,Fukurou,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,Asian,,,2 - Average ,2 - Average,4,Average,No,20 ,Street Frontage,,237,,,None,1,20,237,11,Standard,Yes,NoHo,3,,10012,983847,204889,Existing,1,Manhattan,1-526-25,526,25,,,,,6500,,,,,,,,,,,,,,TRUE,187,Bleecker Street  ,,New York,New York,10012,2,2,,,,,,(212) 388-0013,,,,,,,4,1-526-25-4,Bleecker Street,40.729294,-74.000925,Yes,,
184 Bleecker Street  ,Bank of America,Occupied,Unavailable,Bank,Bank,National Chain,$$,North American,,,2 - Average ,2 - Average,4,Average,No,20 ,Street Frontage,,368,,,None,1,20,368,18,Standard,Yes,NoHo,2,,10012,983922,204852,Existing,1,Manhattan,1-526-56,526,56,,,,,6500,,,,,,,,,,,,,,TRUE,184,Bleecker Street  ,,New York,New York,10012,2,2,,,,,Mark Nicholls,(202) 624-5012,,,,,,,3,1-526-56-3,Bleecker Street,40.729003,-74.001085,,,
170 Bleecker Street  ,Vacant,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,South American,,,2 - Average ,2 - Average,4,Average,No,35 ,Street Frontage,,910,,,None,1,120,910,7,Standard,Yes,NoHo,3,,10012,984048,204757,Existing,1,Manhattan,1-526-64,526,64,,,,,6500,,,,,,,,,,,,,,TRUE,170,Bleecker Street  ,,New York,New York,10012,2,2,,,,,,,,,,,,,4,1-526-64-4,Bleecker Street,40.728774,-74.000613,Yes,Bamboleo Mexican Cafe ,
10 Downing Street A ,Cafe Clover,Occupied,Unavailable,Grocery,"Butcher, Bakery, Seafood, Cheese, Chocolate, Tea & Coffee, Other Specialized Food","Independent local, Local Chain",$$,North American,,,2 - Average ,2 - Average,4,Average,No,25 ,Street Frontage,,2951,,,None,1,100,2951,29,Standard,Yes,West Village,6,,10014,983463,204953,Existing,1,Manhattan,1-527-27,527,27,,,,,6700,,,,,,,,,,,,,,TRUE,10,Downing Street A ,,New York,New York,10014,2,2,,,,,,212) 675-4350,,,,,,,7,1-527-27-7,Bleecker Street,40.729487,-74.002969,,,
10 Downing Street B ,Apple Bank,Occupied,Unavailable,Bank,Bank,National Chain,$$,North American,,,2 - Average ,2 - Average,4,Average,No,20 ,Street Frontage,,2361,,,None,1,45,2361,52,Standard,Yes,West Village,6,,10014,983463,204953,Existing,1,Manhattan,1-527-27,527,27,,,,,6700,,,,,,,,,,,,,,TRUE,10,Downing Street B ,,New York,New York,10014,2,2,,,,,Pedro Lopez,(212) 228-3020,,,,,,,8,1-527-27-8,Bleecker Street,40.729487,-74.002969,,,
10 Downing Street  ,Jack's Stir Brew Coffee,Occupied,Unavailable,Restaurant & Bar,Cafe,Regional Chain,$$$$,North American,,,2 - Average ,2 - Average,4,Average,No,15 ,Street Frontage,,1770,,,None,1,15,1770,118,Standard,Yes,West Village,6,,10014,983463,204953,Existing,1,Manhattan,1-527-27,527,27,,,,,6700,,,,,,,,,,,,,,TRUE,10,Downing Street  ,,New York,New York,10014,2,2,,,,,,(212) 929-6011,,,,,,,9,1-527-27-9,Bleecker Street,40.729487,-74.002969,Yes,,
10 Downing Street  ,Alex Anthony Salon,Occupied,Unavailable,Personal Services,,"Independent local, Local Chain",$$,North American,,,2 - Average ,2 - Average,4,Average,No,10 ,Street Frontage,,1180,,,None,1,25,1180,47,Standard,Yes,West Village,6,,10014,983463,204953,Existing,1,Manhattan,1-527-27,527,27,,,,,6700,,,,,,,,,,,,,,TRUE,10,Downing Street  ,,New York,New York,10014,2,2,,,,,,(646) 257-2612,,,,,,,10,1-527-27-10,Bleecker Street,40.729487,-74.002969,,,
339 Lafayette Street  ,Vacant,Occupied,Unavailable,Other Services,Other Services,"Independent local, Local Chain",$$,North American,,,2 - Average ,2 - Average,4,Average,Yes,50 ,Street Frontage,,1575,,,None,1,60,1575,26,Standard,Yes,East Village,3,,10012,985821,203796,Existing,1,Manhattan,1-529-65,529,65,,,,,5502,,,,,,,,,,,,,,TRUE,339,Lafayette Street  ,,New York,New York,10012,2,2,,,,,,(212) 533-1037,,,,,,,4,1-529-65-4,Bleecker Street,40.725967,-73.994455,,KD Dance ,
341 Lafayette Street  ,Love Thy Beast,Occupied,Unavailable,"Building, Garden, Animal",Pet Related,"Independent local, Local Chain",$$,North American,,,2 - Average ,2 - Average,4,Average,No,30 ,Street Frontage,,945,,,None,1,45,945,21,Standard,Yes,East Village,3,,10012,985821,203796,Existing,1,Manhattan,1-529-65,529,65,,,,,5502,,,,,,,,,,,,,,TRUE,341,Lafayette Street  ,,New York,New York,10012,2,2,,,,,,(646) 876-1005,,,,,,,5,1-529-65-5,Bleecker Street,40.726078,-73.994393,,,
345 Lafayette   ,Vacant,Occupied,Unavailable,Apparel,Clothing,"Independent local, Local Chain",$$,North American,,,2 - Average ,2 - Average,4,Average,No,20 ,Street Frontage,,650,,,None,1,40,650,16,Standard,Yes,East Village,3,,10012,985821,203796,Existing,1,Manhattan,1-529-65,529,65,,,,,5502,,,,,,,,,,,,,,TRUE,345,Lafayette   ,,New York,New York,10012,2,2,,,,,,,,,,,,,6,1-529-65-6,Bleecker Street,40.726112,-73.994402,,BrowNY International,
338 Lafayette Street  ,Vacant,Vacant,Available,,,,,,,,2 - Average ,2 - Average,4,Average,No,20 ,Street Frontage,,1607,,,None,1,25,1607,64,Standard,Yes,East Village,4,,10012,985706,203864,Existing,1,Manhattan,1-529-69,529,69,,,,,5502,,,,,,,,,,,,,,TRUE,338,Lafayette Street  ,,New York,New York,10012,2,2,,,,,,,,,,,,,4,1-529-69-4,Bleecker Street,40.726078,-73.994722,,,
346 Lafayette St  ,Vacant,Vacant,Available,,,,,,,,2 - Average ,2 - Average,4,Average,No,20 ,Street Frontage,,1607,,,None,1,40,1607,40,Standard,Yes,East Village,4,,10012,985706,203864,Existing,1,Manhattan,1-529-69,529,69,,,,,5502,,,,,,,,,,,,,,TRUE,346,Lafayette St  ,,New York,New York,10012,2,2,,,,,,,,,,,,,5,1-529-69-5,Bleecker Street,40.726187,-73.994642,,,
145 Bleecker Street  ,The Peculier Pub ,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club","Independent local, Local Chain",$$,North American,,,2 - Average ,2 - Average,4,Average,No,50 ,Street Frontage,,800,,,None,1,40,800,20,Standard,Yes,NoHo,2,,10012,984510,204642,Existing,1,Manhattan,1-537-34,537,34,,,,,6500,,,,,,,,,,,,,,TRUE,145,Bleecker Street  ,,New York,New York,10012,2,2,,,,,,,,,,,,,3,1-537-34-3,Bleecker Street,40.728283,-73.999137,Yes,,
145 Bleecker Street  ,Choga Grill & BBQ,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,Asian,,,2 - Average ,2 - Average,4,Average,No,50 ,Street Frontage,,,,800,None,1,45,800,17,Standard,Yes,NoHo,2,,10012,984510,204642,Existing,1,Manhattan,1-537-34,537,34,,,,,6500,,,,,,,,,,,,,,TRUE,145,Bleecker Street  ,,New York,New York,10012,2,2,,,,,,,,,,,,,4,1-537-34-4,Bleecker Street,40.728283,-73.999137,Yes,,
151 Bleecker Street  ,The Red Lion ,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club","Independent local, Local Chain",$$,North American,,,2 - Average ,2 - Average,4,Average,Yes,50 ,Street Frontage,,2598,,,None,1,80,2598,32,Standard,Yes,NoHo,3,,10012,984424,204698,Existing,1,Manhattan,1-537-37,537,37,,,,,6500,,,,,,,,,,,,,,TRUE,151,Bleecker Street  ,,New York,New York,10012,2,2,,,,,,,,,,,,,4,1-537-37-4,Bleecker Street,40.728418,-73.999449,Yes,,
206 Thompson Street  ,Classic Smoke Shop,Occupied,Unavailable,General Merchandise,Department Store,"Independent local, Local Chain",$$,North American,,,2 - Average ,2 - Average,4,Average,No,10 ,Street Frontage,,519,,,None,1,25,519,20,Standard,Yes,NoHo,3,,10012,984424,204698,Existing,1,Manhattan,1-537-37,537,37,,,,,6500,,,,,,,,,,,,,,TRUE,206,Thompson Street  ,,New York,New York,10012,2,2,,,,,,,,,,,,,5,1-537-37-5,Bleecker Street,40.728634,-73.99938,,,
206 Thompson St  ,The Malt Shop,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,North American,,,2 - Average ,2 - Average,4,Average,No,40 ,Street Frontage,,2078,,,None,1,65,2078,31,Standard,Yes,NoHo,3,,10012,984424,204698,Existing,1,Manhattan,1-537-37,537,37,,,,,6500,,,,,,,,,,,,,,TRUE,206,Thompson St  ,,New York,New York,10012,2,2,,,,,,,,,,,,,6,1-537-37-6,Bleecker Street,40.728634,-73.99938,Yes,,
155 Bleecker Street  ,Bark,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,North American,,,2 - Average ,2 - Average,4,Average,Yes,50 ,Street Frontage,,1200,,,None,1,45,1200,26,Standard,Yes,NoHo,2,,10012,984350,204747,Existing,1,Manhattan,1-539-35,539,35,,,,,6500,,,,,,,,,,,,,,TRUE,155,Bleecker Street  ,,New York,New York,10012,2,2,,,,,,,,,,,,,3,1-539-35-3,Bleecker Street,40.728558,-73.999727,Yes,,
206 Sullivan Street  ,Senza Gluten,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,North American,,,2 - Average ,2 - Average,4,Average,No,50 ,,,1025,,,None,1,24,1025,NA,Standard,Yes,NoHo,2,,10012,984141,204881,Existing,1,Manhattan,1-540-36,540,36,,,,,6500,,,,,,,,,,,,,,TRUE,206,Sullivan Street  ,,New York,New York,10012,2,2,,,,,,,,,,,,,3,1-540-36-3,Bleecker Street,40.729019,-74.000369,Yes,,
102 MacDougal   ,vacant,Vacant,Available,,,,,,,,2 - Average ,2 - Average,4,Average,No,30 ,Street Frontage,1144,2260,,,None,1,45,3404,75,Standard,Yes,NoHo,3,,10012,983996,204960,Existing,1,Manhattan,1-540-43,540,43,,,,,6500,,,,,,,,,,,,,,TRUE,102,MacDougal   ,,New York,New York,10012,2,2,,,,,,,,,,,,,3,1-540-43-3,Bleecker Street,40.729341,-74.00093,,,
185 Bleecker   ,Magic Smile ,Occupied,Unavailable,Medical Services,Medical Services,"Independent local, Local Chain",$$,North American,,,2 - Average ,2 - Average,4,Average,No,20 ,Street Frontage,,690,,,None,1,35,690,19,Standard,Yes,NoHo,3,,10012,983996,204960,Existing,1,Manhattan,1-540-43,540,43,,,,,6500,,,,,,,,,,,,,,TRUE,185,Bleecker   ,,New York,New York,10012,2,2,,,,,,,,,,,,,4,1-540-43-4,Bleecker Street,40.729168,-74.000973,,,
197 Bleecker   ,Village Music World ,Occupied,Unavailable,Electronics,Music and Movies,"Independent local, Local Chain",$$,North American,,,2 - Average ,2 - Average,4,Average,No,50 ,Street Frontage,,673,,,None,1,30,673,22,Standard,Yes,NoHo,2,,10012,983868,205056,Existing,1,Manhattan,1-542-58,542,58,,,,,6500,,,,,,,,,,,,,,TRUE,197,Bleecker   ,,New York,New York,10012,2,2,,,,,,,,,,,,,3,1-542-58-3,Bleecker Street,40.729411,-74.00146,,,
197 Bleecker   ,Tibet Arts & Crafts ,Occupied,Unavailable,"Toys, Hobbies",Hobbies,"Independent local, Local Chain",$$,North American,,,2 - Average ,2 - Average,4,Average,No,50 ,Street Frontage,,673,,,None,1,20,673,33,Standard,Yes,NoHo,2,,10012,983868,205056,Existing,1,Manhattan,1-542-58,542,58,,,,,6500,,,,,,,,,,,,,,TRUE,197,Bleecker   ,,New York,New York,10012,2,2,,,,,,,,,,,,,4,1-542-58-4,Bleecker Street,40.729411,-74.00146,,,
309 Elizabeth Street  ,Sheen Center,Occupied,Unavailable,Other Services,Other Services,"Independent local, Local Chain",$$,North American,,,2 - Average ,2 - Average,4,Average,Yes,100 ,Street Frontage,,12089,,12089,None,1,120,24178,201,Standard,Yes,East Village,1,,10012,986094,203534,Existing,1,Manhattan,1-521-43,521,43,,,,,5502,,,,,,,,,,,,,,TRUE,309,Elizabeth Street  ,,New York,New York,10012,2,2,,,,,,,,,,,,,2,1-521-43-2,Bleecker Street,40.725273,-73.993226,,,
333 Lafayette street  ,corona de mayo,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club","Independent local, Local Chain",$$,North American,,,2 - Average ,2 - Average,4,Average,No,100 ,Street Frontage,,1185,,,None,1,45,1185,26,Low,Yes,East Village,1,,10012,985725,203650,Existing,1,Manhattan,1-522-36,522,36,,,,,5502,,,,,,,,,,,,,,TRUE,333,Lafayette street  ,,New York,New York,10012,2,2,,,,,,,,,,,,,2,1-522-36-2,Bleecker Street,40.725699,-73.994645,Yes,,
182 Bleecker Street  ,Romagna - coming soon,Occupied,Unavailable,Grocery,"Butcher, Bakery, Seafood, Cheese, Chocolate, Tea & Coffee, Other Specialized Food","Independent local, Local Chain",$$,North American,,,2 - Average ,2 - Average,4,Average,No,100 ,Street Frontage,900,900,,,None,1,15,1800,120,Standard,Yes,NoHo,1,,10012,983950,204834,Existing,1,Manhattan,1-526-58,526,58,,,,,6500,,,,,,,,,,,,,,TRUE,182,Bleecker Street  ,,New York,New York,10012,2,2,,,,,,,,,,,,,2,1-526-58-2,Bleecker Street,40.728971,-74.001019,,,
