building_address,tenant_name,occupancy_status,availability_status,retail_type,retail_sub_type,retailer_footprint,retail_price_point,retailer_heritage,retailer_value,retailer_occurence,location_quality,premise_quality,quality_ranking,class_mix,corner_store,percent_of_bldg_retail,premise_type,basement_sf,ground_fl_sf,mezzazine,upper_fl_sf,step_up_or_down,number_of_retail_stories,street_frontage,approx_retail_sf,street_frontage_ratio,ceiling,contains_retail,submarket,total_number_of_retail_space,total_retail_space,zip_code,xcord,ycord,building_status,borocode,borough,bbl,block,lot,frequency_of_demand,location_appearance,walkability_score,viability_score,demographic,zip_code_from,zip_code_to,submarket_health_index,gentrifcation_score,footfall_index,block_appeal,target_shopper_profile,stability_index,growth_index,retailer_viability,venting,social_media,total_bldg_front,active
306 Bowery,Patricia Field,Occupied,Unavailable,Apparel,Clothing,"Independent local, Local Chain",$$$$,North American,Hip,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,1533,0,1533,None,1,18,3066,170.333333333333,Standard,Yes,East Village,1,3066,10012,986263,203363,Existing,1,Manhattan,1-521-79,521,79,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
302 Bleecker Street,Olde Good Things,Occupied,Unavailable,"Building, Garden, Animal",Furniture,"Independent local, Local Chain",$$,North American,Traditional,,2 - Average,3 - High Quality,5,Good,No,100 ,Street Frontage,2200,2300,0,0,Step up,1,18,4500,250,Standard,Yes,East Village,1,4500,10012,986248,203319,Existing,1,Manhattan,1-521-81,521,81,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
300 Bowery,Espresso Cappuccino Machines,Occupied,Unavailable,Electronics,Household Appliances,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,2123,0,0,None,1,18,2123,117.944444444444,Standard,Yes,East Village,1,2123,10012,986247,203291,Existing,1,Manhattan,1-521-82,521,82,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
298 Bowery ,Chef Restaurant Supplies,Occupied,Unavailable,Household Goods,Kitchen & Party Supplies,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,2088,0,0,None,1,30,2088,69.6,Standard,Yes,East Village,1,2088,10012,986240,203267,Existing,1,Manhattan,1-521-83,521,83,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
294 Bowery,Chef Restaurant Supplies,Occupied,Unavailable,Household Goods,Kitchen & Party Supplies,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,3818,0,0,None,1,60,3818,63.6333333333333,Standard,Yes,East Village,1,3818,10012,986226,203233,Existing,1,Manhattan,1-521-84,521,84,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
610 Broadway ,Adidas ,Occupied,Unavailable,Sporting Goods,Sporting Apparel,National Chain,$$,North American,,,3 - High Quality,3 - High Quality,6,Prime,Yes,100 ,Street Frontage,0,12116.6666666667,12116.6666666667,12116.6666666667,None,1,150,36350,242.333333333333,High,Yes,East Village,1,36350,10012,985325,203615,Existing,1,Manhattan,1-522-1,522,1,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
632 Broadway ,PetSmart ,Occupied,Unavailable,"Building, Garden, Animal",Pet Related,National Chain,$$,North American,,,3 - High Quality,2 - Average,5,Good,No,100 ,Street Frontage,10000,10000,7000,10000,None,1,50,37000,740,High,Yes,East Village,1,37000,10012,985444,203785,Existing,1,Manhattan,1-522-10,522,10,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
636 Broadway ,Duane Reade ,Occupied,Unavailable,Health and Personal Care,Pharmacy,National Chain,$$,North American,,,3 - High Quality,2 - Average,5,Good,No,100 ,Street Frontage,0,20000,0,0,None,1,60,20000,333.333333333333,Standard,Yes,East Village,1,20000,10012,985472,203828,Existing,1,Manhattan,1-522-12,522,12,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
640 Broadway ,Organic Avenue,Occupied,Unavailable,Restaurant & Bar,Cafe,Regional Chain,$$$$,North American,,,3 - High Quality,2 - Average,5,Good,Yes,90 ,Street Frontage,0,1241,0,0,None,1,60,1241,20.6833333333333,High,Yes,East Village,1,2050,10012,985494,203861,Existing,1,Manhattan,1-522-14,522,14,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
153 Crosby Street,Win Restaurant Supplies ,Occupied,Unavailable,General Merchandise,Department Store,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,9000,0,0,None,1,90,9000,100,Standard,Yes,East Village,1,9000,10012,985522,203570,Existing,1,Manhattan,1-522-24,522,24,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
56-58 Bleecker Street,Bleecker Street bar ,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club","Independent local, Local Chain",$$,North American,,,3 - High Quality,2 - Average,5,Good,Yes,100 ,Street Frontage,0,2479,0,0,Step up,1,35,2479,70.8285714285714,Standard,Yes,East Village,1,2479,10012,985608,203740,Existing,1,Manhattan,1-522-31,522,31,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
333 Lafayette street,corona de mayo,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club","Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,1185,0,0,None,1,45,1185,26.3333333333333,Low,Yes,East Village,1,1185,10012,985725,203650,Existing,1,Manhattan,1-522-36,522,36,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
329 Lafayette Street,Menscience,Occupied,Available,Health and Personal Care,Cosmetics & Beauty Supply,International Chain,$$$$,North American,Men's,,2 - Average,2 - Average,4,Average,Yes,100 ,Street Frontage,0,450,0,0,None,1,50,450,9,Standard,Yes,East Village,1,1785,10012,985686,203567,Existing,1,Manhattan,1-522-38,522,38,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
620 Broadway ,NYC Sole,Occupied,Unavailable,Apparel,Shoes,"Independent local, Local Chain",$$,North American,,,3 - High Quality,2 - Average,5,Good,No,100 ,Street Frontage,0,4325,0,0,None,1,50,4325,86.5,High,Yes,East Village,1,4325,10012,985356,203652,Existing,1,Manhattan,1-522-4,522,4,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
628 Broadway ,Urban Outfitters ,Occupied,Unavailable,Apparel,Clothing,International Chain,$$,North American,,,3 - High Quality,3 - High Quality,6,Prime,No,100 ,Street Frontage,14250,14250,0,0,None,1,80,28500,356.25,High,Yes,East Village,1,28500,10012,985417,203744,Existing,1,Manhattan,1-522-8,522,8,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
627 Broadway ,Stereo Exchange ,Occupied,Unavailable,Electronics,Music and Movies,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,9500,0,0,None,1,75,9500,126.666666666667,High,Yes,NoHo,1,9500,10012,985172,203873,Existing,1,Manhattan,1-523-44,523,44,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
625 Broadway ,Chipotle ,Occupied,Unavailable,Restaurant & Bar,Fast Food,National Chain,$$,North American,,,3 - High Quality,2 - Average,5,Good,No,100 ,Street Frontage,0,2800,0,0,None,1,60,2800,46.6666666666667,High,Yes,NoHo,1,6317,10012,985149,203837,Existing,1,Manhattan,1-523-46,523,46,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
623 Broadway ,Chase Bank,Occupied,Unavailable,Bank,Bank,National Chain,$$,North American,,,3 - High Quality,3 - High Quality,6,Prime,No,100 ,Street Frontage,0,8245,0,0,None,1,70,8245,117.785714285714,High,Yes,NoHo,1,8245,10012,985131,203809,Existing,1,Manhattan,1-523-47,523,47,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
509 W Broadway ,Morton Williams,Occupied,Unavailable,Grocery,Supermarket,Regional Chain,$$,North American,,,3 - High Quality,2 - Average,5,Good,No,100 ,Street Frontage,0,29000,0,0,None,1,65,29000,446.153846153846,Standard,Yes,NoHo,1,29000,10012,984600,204354,Existing,1,Manhattan,1-524-9,524,9,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
108 West Houston,Blue Haven,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club","Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,Yes,100 ,Street Frontage,0,1080,0,0,None,1,50,1080,21.6,Standard,Yes,NoHo,1,1080,10012,984097,204345,Existing,1,Manhattan,1-525-25,525,25,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
114 West Houston Street ,Furniture in SoHo,Occupied,Unavailable,Household Goods,Home Decor,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,2320,0,0,None,1,30,2320,77.3333333333333,Standard,Yes,NoHo,1,2320,10012,984039,204402,Existing,1,Manhattan,1-525-28,525,28,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
116 West Houston Street,Francois Payard Bakery ,Occupied,Unavailable,Grocery,"Butcher, Bakery, Seafood, Cheese, Chocolate, Tea & Coffee, Other Specialized Food","Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,4750,0,0,Step up,1,25,4750,190,Standard,Yes,NoHo,1,4750,10012,984008,204423,Existing,1,Manhattan,1-525-29,525,29,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
508 LaGuardia Place ,Arrigoni Woods ,Occupied,Available,Household Goods,Home Decor,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,1750,0,0,None,1,20,1750,87.5,Standard,Yes,NoHo,1,1750,10012,984386,204430,Existing,1,Manhattan,1-525-49,525,49,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
506 La Guardia Place ,Vacant - construction,Vacant,Unavailable,,,,,,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,1755,0,0,None,1,25,1755,70.2,Standard,Yes,NoHo,1,1755,10012,984372,204409,Under Construction,1,Manhattan,1-525-50,525,50,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
504 LaGuardia Place ,Two House Shops,Occupied,Unavailable,Apparel,Clothing,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,1755,0,0,None,1,25,1755,70.2,Standard,Yes,NoHo,1,1755,10012,984359,204388,Existing,1,Manhattan,1-525-51,525,51,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
502 La Guardia Place ,Il Villaggio Nail Spa,Occupied,Unavailable,Personal Services,Nail Studio,"Independent local, Local Chain",$$,European,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,1755,0,0,None,1,20,1755,87.75,Standard,Yes,NoHo,1,1755,10012,984345,204367,Existing,1,Manhattan,1-525-52,525,52,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
500 La Guardia Place ,International Boutique Ltc ,Occupied,Unavailable,Apparel,Clothing,"Independent local, Local Chain",$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,928,0,0,None,1,25,928,37.12,Standard,Yes,NoHo,1,928,10012,984331,204346,Existing,1,Manhattan,1-525-53,525,53,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
490 La Guardia Place,Silver Spurs,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$,North American,,,2 - Average,2 - Average,4,Average,Yes,100 ,Street Frontage,0,1800,0,0,None,1,50,1800,36,Standard,Yes,NoHo,1,1800,10012,984294,204235,Existing,1,Manhattan,1-525-56,525,56,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
90 West Houston Street ,City Hats,Occupied,Unavailable,Accessories,Blank,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,3030,0,0,Step up,1,15,3030,202,Standard,Yes,NoHo,1,3030,10012,984278,204246,Existing,1,Manhattan,1-525-57,525,57,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
92 West Houston Street ,The Folly,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club","Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,1580,0,0,Step down,1,20,1580,79,Standard,Yes,NoHo,1,1580,10012,984262,204256,Existing,1,Manhattan,1-525-58,525,58,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
94 West Houston Street,Madame X,Occupied,Available,Restaurant & Bar,"Bar, Lounge, Club","Independent local, Local Chain",$$,North American,Adult,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,800,1599,0,1201,None,1,20,3600,180,Standard,Yes,NoHo,1,3600,10012,984246,204266,Existing,1,Manhattan,1-525-59,525,59,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
96 West Houston,Fair Folks & a Goat ,Occupied,Unavailable,Apparel,Clothing,"Independent local, Local Chain",$$$$,North American,,,2 - Average,1- Low End,3,Average,No,100 ,Street Frontage,850,0,0,0,Step down,1,10,850,85,Standard,Yes,NoHo,1,850,10012,984225,204275,Existing,1,Manhattan,1-525-60,525,60,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
100 West Houston Street ,Jane Restaurant ,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,2339,0,0,None,1,25,2339,93.56,Standard,Yes,NoHo,1,2339,10012,984194,204283,Existing,1,Manhattan,1-525-61,525,61,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
